T,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1.35000,1.00000,0.98745,0.98670,0.98665,0.98665,0.98665,0.98665,0.98665,0.98665,0.98665,0.98664,0.98665,0.98664,0.98665,0.98664,0.98664,0.98664,0.98664,0.98665,0.98665,0.98665,0.98665,0.98665,0.98664,0.98664,0.98665,0.98665,0.98665,0.98665,0.98665,0.98665,0.98664,0.98664,0.98665,0.98665,0.98665,0.98665,0.98665,0.98665,0.98664,0.98664,0.98665,0.98665,0.98665,0.98665,0.98664,0.98665,0.98665,0.98665,0.98664,0.98665
3.25000,1.00000,0.36413,0.15122,0.06838,0.03253,0.01621,0.00835,0.00419,0.00218,0.00133,0.00063,0.00030,0.00013,0.00007,0.00009,-0.00014,-0.00019,-0.00014,0.00035,0.00044,0.00023,-0.00000,-0.00001,0.00011,0.00028,0.00028,0.00032,0.00059,0.00018,-0.00003,-0.00020,-0.00012,-0.00001,-0.00014,0.00008,0.00023,0.00019,0.00024,0.00028,-0.00005,-0.00020,-0.00044,-0.00068,-0.00074,-0.00101,-0.00072,-0.00040,0.00013,0.00034,0.00038,0.00032
2.62000,1.00000,0.50766,0.30462,0.19966,0.13724,0.09688,0.06960,0.05068,0.03725,0.02775,0.02068,0.01551,0.01157,0.00845,0.00623,0.00479,0.00360,0.00272,0.00163,0.00061,0.00005,-0.00026,-0.00027,-0.00043,-0.00026,-0.00002,0.00015,0.00056,0.00096,0.00124,0.00118,0.00112,0.00121,0.00131,0.00161,0.00193,0.00233,0.00277,0.00298,0.00316,0.00318,0.00333,0.00310,0.00242,0.00175,0.00121,0.00060,0.00050,0.00051,0.00046,0.00042
1.99000,1.00000,0.87635,0.84903,0.84121,0.83850,0.83751,0.83705,0.83693,0.83690,0.83689,0.83689,0.83692,0.83692,0.83687,0.83680,0.83685,0.83685,0.83687,0.83687,0.83689,0.83688,0.83685,0.83689,0.83684,0.83679,0.83681,0.83683,0.83681,0.83679,0.83679,0.83683,0.83684,0.83687,0.83682,0.83679,0.83684,0.83687,0.83689,0.83685,0.83687,0.83687,0.83688,0.83689,0.83688,0.83686,0.83681,0.83685,0.83686,0.83680,0.83677,0.83680
1.36000,1.00000,0.95746,0.93029,0.90553,0.88174,0.85863,0.83597,0.81367,0.79167,0.76989,0.74834,0.72697,0.70574,0.68465,0.66367,0.64275,0.62193,0.60118,0.58051,0.55989,0.53937,0.51893,0.49852,0.47820,0.45791,0.43767,0.41750,0.39749,0.37780,0.35867,0.34027,0.32276,0.30613,0.29036,0.27538,0.26111,0.24749,0.23451,0.22219,0.21052,0.19940,0.18876,0.17869,0.16923,0.16047,0.15255,0.14564,0.13997,0.13570,0.13302,0.13211
3.26000,1.00000,0.36358,0.15132,0.06901,0.03315,0.01635,0.00844,0.00447,0.00265,0.00150,0.00073,0.00042,0.00015,-0.00038,-0.00059,-0.00058,-0.00047,-0.00034,-0.00051,-0.00035,-0.00035,-0.00008,0.00010,0.00011,0.00022,0.00014,-0.00016,-0.00024,-0.00027,-0.00026,-0.00026,-0.00017,-0.00003,0.00040,0.00065,0.00055,0.00024,0.00018,-0.00014,-0.00025,-0.00011,-0.00031,-0.00014,-0.00014,-0.00013,-0.00025,-0.00030,0.00002,0.00014,0.00015,0.00018
2.63000,1.00000,0.50298,0.29863,0.19352,0.13141,0.09174,0.06485,0.04635,0.03329,0.02414,0.01783,0.01344,0.01054,0.00827,0.00673,0.00553,0.00479,0.00369,0.00296,0.00224,0.00157,0.00110,0.00064,0.00027,0.00017,0.00010,0.00012,0.00012,0.00001,-0.00003,-0.00008,-0.00025,-0.00037,-0.00065,-0.00086,-0.00104,-0.00088,-0.00055,-0.00013,0.00000,-0.00009,-0.00021,-0.00021,-0.00041,-0.00007,0.00059,0.00102,0.00129,0.00143,0.00137,0.00134
2.00000,1.00000,0.87334,0.84496,0.83676,0.83381,0.83257,0.83201,0.83176,0.83165,0.83152,0.83148,0.83148,0.83146,0.83146,0.83145,0.83150,0.83150,0.83153,0.83151,0.83152,0.83151,0.83147,0.83151,0.83144,0.83146,0.83148,0.83144,0.83141,0.83144,0.83146,0.83146,0.83146,0.83149,0.83148,0.83148,0.83147,0.83151,0.83153,0.83153,0.83153,0.83149,0.83151,0.83153,0.83149,0.83149,0.83147,0.83145,0.83143,0.83142,0.83142,0.83146
1.37000,1.00000,0.98610,0.98522,0.98515,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98515,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98515,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98514,0.98515
3.27000,1.00000,0.36165,0.14951,0.06739,0.03179,0.01530,0.00749,0.00380,0.00186,0.00089,0.00060,0.00055,0.00044,0.00058,0.00056,0.00048,0.00050,0.00060,0.00052,0.00033,-0.00002,-0.00002,0.00038,0.00029,0.00009,-0.00008,-0.00028,-0.00023,0.00001,0.00012,0.00013,0.00037,0.00019,0.00040,0.00071,0.00073,0.00046,0.00016,-0.00016,-0.00012,0.00014,0.00022,0.00036,0.00013,0.00007,0.00009,0.00011,0.00005,-0.00016,-0.00045,-0.00070
2.64000,1.00000,0.50075,0.29661,0.19186,0.13031,0.09103,0.06466,0.04629,0.03324,0.02405,0.01714,0.01185,0.00794,0.00504,0.00331,0.00207,0.00098,0.00014,-0.00040,-0.00066,-0.00092,-0.00094,-0.00079,-0.00068,-0.00050,-0.00030,-0.00014,0.00037,0.00076,0.00120,0.00144,0.00184,0.00213,0.00207,0.00165,0.00130,0.00120,0.00095,0.00084,0.00078,0.00058,0.00026,0.00000,-0.00013,-0.00024,-0.00033,-0.00054,-0.00078,-0.00076,-0.00064,-0.00053
2.01000,1.00000,0.86945,0.83988,0.83136,0.82842,0.82728,0.82685,0.82668,0.82659,0.82650,0.82645,0.82648,0.82649,0.82648,0.82645,0.82642,0.82640,0.82642,0.82643,0.82646,0.82648,0.82645,0.82643,0.82642,0.82644,0.82647,0.82648,0.82653,0.82653,0.82659,0.82653,0.82654,0.82652,0.82657,0.82657,0.82656,0.82653,0.82650,0.82646,0.82647,0.82648,0.82646,0.82648,0.82645,0.82648,0.82648,0.82650,0.82651,0.82648,0.82647,0.82649
1.38000,1.00000,0.95588,0.92854,0.90384,0.88018,0.85721,0.83470,0.81260,0.79084,0.76945,0.74853,0.72825,0.70882,0.69052,0.67366,0.65849,0.64519,0.63382,0.62436,0.61678,0.61090,0.60649,0.60326,0.60091,0.59919,0.59787,0.59688,0.59610,0.59545,0.59489,0.59443,0.59404,0.59369,0.59337,0.59308,0.59283,0.59264,0.59248,0.59238,0.59230,0.59228,0.59227,0.59231,0.59233,0.59234,0.59237,0.59237,0.59238,0.59239,0.59240,0.59238
3.28000,1.00000,0.35986,0.14771,0.06595,0.03095,0.01485,0.00720,0.00402,0.00231,0.00122,0.00089,0.00045,0.00021,0.00025,0.00003,0.00004,0.00000,-0.00023,-0.00056,-0.00067,-0.00047,-0.00035,-0.00027,-0.00051,-0.00039,-0.00018,0.00006,0.00035,0.00012,-0.00008,-0.00032,-0.00047,-0.00049,-0.00056,-0.00046,-0.00043,-0.00037,-0.00028,-0.00006,0.00000,-0.00010,0.00015,0.00022,0.00015,0.00021,0.00012,-0.00001,-0.00007,0.00005,0.00015,0.00034
2.65000,1.00000,0.49878,0.29436,0.19055,0.12968,0.09073,0.06470,0.04689,0.03439,0.02531,0.01852,0.01375,0.01037,0.00786,0.00572,0.00401,0.00260,0.00155,0.00099,0.00042,-0.00027,-0.00078,-0.00096,-0.00106,-0.00122,-0.00139,-0.00125,-0.00063,-0.00053,-0.00042,-0.00028,-0.00012,0.00001,0.00023,0.00019,0.00011,0.00007,0.00031,0.00073,0.00094,0.00087,0.00041,-0.00021,-0.00073,-0.00087,-0.00123,-0.00175,-0.00195,-0.00187,-0.00195,-0.00198
2.02000,1.00000,0.86555,0.83428,0.82498,0.82160,0.82031,0.81967,0.81945,0.81942,0.81935,0.81937,0.81944,0.81941,0.81932,0.81934,0.81936,0.81936,0.81939,0.81940,0.81930,0.81929,0.81933,0.81932,0.81931,0.81933,0.81928,0.81930,0.81925,0.81923,0.81923,0.81927,0.81930,0.81936,0.81932,0.81926,0.81925,0.81925,0.81923,0.81916,0.81917,0.81923,0.81924,0.81927,0.81925,0.81927,0.81931,0.81927,0.81928,0.81930,0.81932,0.81928
3.29000,1.00000,0.35892,0.14710,0.06574,0.03077,0.01497,0.00773,0.00401,0.00221,0.00100,0.00020,0.00022,0.00037,0.00045,0.00054,0.00061,0.00062,0.00064,0.00045,0.00044,0.00040,0.00007,-0.00016,-0.00039,-0.00026,-0.00006,0.00010,0.00025,0.00007,-0.00008,0.00004,-0.00006,0.00005,0.00018,0.00008,0.00010,-0.00012,-0.00029,-0.00007,0.00014,0.00013,0.00007,-0.00011,-0.00024,-0.00029,-0.00050,-0.00028,-0.00010,-0.00010,0.00013,0.00018
1.39000,1.00000,0.95518,0.92772,0.90291,0.87918,0.85611,0.83351,0.81123,0.78922,0.76742,0.74578,0.72430,0.70298,0.68183,0.66083,0.63996,0.61926,0.59873,0.57839,0.55830,0.53853,0.51919,0.50046,0.48257,0.46577,0.45027,0.43631,0.42399,0.41342,0.40451,0.39727,0.39154,0.38715,0.38390,0.38155,0.37994,0.37888,0.37823,0.37779,0.37749,0.37725,0.37704,0.37686,0.37670,0.37654,0.37640,0.37629,0.37621,0.37615,0.37611,0.37611
2.66000,1.00000,0.49428,0.28863,0.18424,0.12353,0.08520,0.05991,0.04272,0.03057,0.02190,0.01547,0.01084,0.00775,0.00537,0.00368,0.00251,0.00185,0.00133,0.00100,0.00057,0.00027,0.00002,0.00003,0.00014,0.00008,0.00001,-0.00010,-0.00023,-0.00031,-0.00034,-0.00032,-0.00025,-0.00017,-0.00013,-0.00022,-0.00051,-0.00084,-0.00102,-0.00105,-0.00123,-0.00149,-0.00188,-0.00245,-0.00306,-0.00337,-0.00374,-0.00374,-0.00374,-0.00404,-0.00423,-0.00446
2.03000,1.00000,0.86203,0.82946,0.81943,0.81564,0.81400,0.81321,0.81276,0.81251,0.81240,0.81238,0.81239,0.81239,0.81241,0.81243,0.81238,0.81234,0.81227,0.81227,0.81227,0.81232,0.81229,0.81235,0.81236,0.81234,0.81231,0.81229,0.81227,0.81229,0.81228,0.81229,0.81238,0.81239,0.81231,0.81232,0.81233,0.81234,0.81234,0.81233,0.81233,0.81227,0.81227,0.81227,0.81224,0.81230,0.81231,0.81234,0.81232,0.81231,0.81228,0.81232
3.30000,1.00000,0.35706,0.14547,0.06479,0.03045,0.01528,0.00775,0.00424,0.00221,0.00105,0.00062,0.00035,0.00033,0.00028,0.00005,-0.00009,-0.00029,-0.00026,-0.00037,-0.00029,-0.00006,0.00000,0.00002,-0.00001,-0.00036,-0.00054,-0.00056,-0.00054,-0.00025,-0.00007,0.00013,0.00020,0.00016,0.00019,0.00029,0.00034,0.00029,-0.00003,-0.00009,0.00005,0.00003,-0.00012,-0.00048,-0.00077,-0.00075,-0.00069,-0.00067,-0.00053,-0.00064,-0.00053,-0.00059
1.40000,1.00000,0.95394,0.92611,0.90108,0.87714,0.85384,0.83101,0.80853,0.78634,0.76435,0.74255,0.72091,0.69942,0.67804,0.65677,0.63558,0.61445,0.59337,0.57235,0.55138,0.53046,0.50961,0.48882,0.46807,0.44735,0.42664,0.40601,0.38544,0.36493,0.34446,0.32403,0.30362,0.28326,0.26294,0.24265,0.22243,0.20232,0.18233,0.16253,0.14301,0.12381,0.10510,0.08710,0.07002,0.05412,0.03973,0.02717,0.01678,0.00897,0.00410,0.00246
2.67000,1.00000,0.49081,0.28445,0.18062,0.12061,0.08302,0.05811,0.04105,0.02950,0.02138,0.01582,0.01175,0.00894,0.00676,0.00512,0.00401,0.00319,0.00258,0.00212,0.00176,0.00162,0.00164,0.00144,0.00128,0.00136,0.00124,0.00132,0.00151,0.00180,0.00150,0.00095,0.00040,-0.00003,-0.00035,-0.00070,-0.00092,-0.00083,-0.00077,-0.00100,-0.00112,-0.00114,-0.00113,-0.00104,-0.00097,-0.00098,-0.00101,-0.00103,-0.00117,-0.00121,-0.00122,-0.00123
2.04000,1.00000,0.85741,0.82279,0.81175,0.80730,0.80526,0.80421,0.80363,0.80329,0.80313,0.80308,0.80294,0.80288,0.80286,0.80287,0.80285,0.80283,0.80286,0.80285,0.80287,0.80289,0.80288,0.80287,0.80291,0.80290,0.80285,0.80282,0.80283,0.80280,0.80277,0.80282,0.80279,0.80278,0.80279,0.80276,0.80277,0.80280,0.80284,0.80286,0.80293,0.80294,0.80289,0.80289,0.80291,0.80289,0.80292,0.80291,0.80294,0.80295,0.80293,0.80295
3.31000,1.00000,0.35530,0.14370,0.06317,0.02937,0.01406,0.00696,0.00351,0.00152,0.00047,-0.00013,-0.00027,-0.00023,-0.00029,-0.00017,-0.00003,0.00032,0.00045,0.00062,0.00057,0.00035,0.00026,0.00033,0.00041,0.00029,0.00040,0.00032,0.00023,0.00034,0.00039,0.00053,0.00052,0.00043,-0.00004,-0.00020,-0.00033,-0.00040,-0.00038,-0.00047,-0.00046,-0.00028,-0.00029,-0.00027,-0.00051,-0.00054,-0.00038,-0.00016,-0.00047,-0.00094,-0.00122,-0.00124
1.41000,1.00000,0.95331,0.92541,0.90037,0.87644,0.85317,0.83035,0.80790,0.78572,0.76372,0.74189,0.72022,0.69866,0.67716,0.65576,0.63444,0.61317,0.59198,0.57083,0.54971,0.52863,0.50757,0.48657,0.46563,0.44475,0.42391,0.40312,0.38237,0.36166,0.34103,0.32053,0.30031,0.28054,0.26145,0.24328,0.22611,0.21004,0.19512,0.18147,0.16911,0.15806,0.14836,0.13996,0.13288,0.12710,0.12262,0.11930,0.11698,0.11553,0.11472,0.11446
2.68000,1.00000,0.48736,0.27978,0.17549,0.11545,0.07790,0.05337,0.03691,0.02573,0.01809,0.01312,0.00974,0.00766,0.00627,0.00515,0.00420,0.00320,0.00241,0.00190,0.00170,0.00148,0.00126,0.00109,0.00090,0.00076,0.00060,0.00038,0.00058,0.00067,0.00072,0.00064,0.00040,-0.00013,-0.00037,-0.00048,-0.00073,-0.00108,-0.00140,-0.00138,-0.00115,-0.00096,-0.00074,-0.00023,0.00009,0.00048,0.00092,0.00133,0.00160,0.00195,0.00207,0.00217
2.05000,1.00000,0.85347,0.81760,0.80630,0.80201,0.80020,0.79933,0.79897,0.79877,0.79873,0.79869,0.79870,0.79870,0.79866,0.79859,0.79855,0.79853,0.79855,0.79852,0.79852,0.79853,0.79854,0.79855,0.79858,0.79859,0.79856,0.79857,0.79850,0.79849,0.79856,0.79855,0.79859,0.79860,0.79857,0.79855,0.79847,0.79844,0.79847,0.79854,0.79861,0.79865,0.79869,0.79866,0.79866,0.79861,0.79851,0.79849,0.79845,0.79845,0.79841,0.79842
3.32000,1.00000,0.35437,0.14330,0.06307,0.02916,0.01384,0.00644,0.00300,0.00123,0.00039,-0.00006,-0.00026,-0.00034,-0.00010,0.00016,0.00029,0.00025,0.00005,-0.00004,-0.00023,-0.00009,0.00003,-0.00013,-0.00012,-0.00035,-0.00029,-0.00027,-0.00016,-0.00007,0.00029,0.00019,0.00033,0.00037,0.00043,0.00070,0.00070,0.00061,0.00031,0.00013,0.00026,0.00029,0.00040,0.00022,-0.00013,-0.00020,-0.00038,-0.00024,-0.00018,-0.00019,-0.00000,0.00023
1.42000,1.00000,0.98254,0.98128,0.98118,0.98117,0.98117,0.98116,0.98116,0.98116,0.98116,0.98117,0.98116,0.98116,0.98116,0.98116,0.98116,0.98116,0.98116,0.98116,0.98116,0.98117,0.98116,0.98117,0.98116,0.98116,0.98116,0.98117,0.98117,0.98117,0.98116,0.98116,0.98116,0.98116,0.98116,0.98117,0.98117,0.98116,0.98116,0.98116,0.98116,0.98116,0.98116,0.98116,0.98116,0.98116,0.98116,0.98116,0.98116,0.98116,0.98116,0.98117
2.69000,1.00000,0.48410,0.27618,0.17202,0.11251,0.07546,0.05149,0.03571,0.02486,0.01742,0.01224,0.00838,0.00562,0.00344,0.00170,0.00061,0.00010,0.00003,-0.00009,-0.00003,-0.00012,-0.00040,-0.00039,-0.00014,-0.00006,-0.00002,-0.00003,0.00028,0.00052,0.00079,0.00101,0.00115,0.00147,0.00168,0.00160,0.00163,0.00147,0.00143,0.00124,0.00066,0.00050,0.00068,0.00045,0.00048,0.00071,0.00115,0.00141,0.00175,0.00169,0.00158,0.00153
2.06000,1.00000,0.84817,0.80980,0.79687,0.79140,0.78869,0.78725,0.78639,0.78585,0.78557,0.78540,0.78526,0.78514,0.78506,0.78498,0.78496,0.78487,0.78490,0.78492,0.78497,0.78498,0.78503,0.78506,0.78498,0.78494,0.78502,0.78500,0.78493,0.78492,0.78500,0.78495,0.78497,0.78495,0.78489,0.78496,0.78500,0.78507,0.78505,0.78499,0.78495,0.78487,0.78481,0.78481,0.78485,0.78490,0.78495,0.78496,0.78491,0.78487,0.78498,0.78498
3.33000,1.00000,0.35300,0.14243,0.06264,0.02925,0.01395,0.00664,0.00323,0.00144,0.00030,-0.00006,-0.00035,-0.00044,-0.00031,-0.00005,0.00003,0.00009,-0.00004,-0.00019,-0.00018,-0.00031,-0.00035,-0.00039,-0.00085,-0.00101,-0.00125,-0.00143,-0.00131,-0.00077,-0.00077,-0.00066,-0.00072,-0.00041,-0.00006,-0.00012,-0.00010,-0.00019,-0.00043,-0.00015,0.00001,0.00008,0.00032,0.00042,0.00044,0.00059,0.00071,0.00063,0.00052,0.00067,0.00077,0.00082
1.43000,1.00000,0.98186,0.98051,0.98039,0.98038,0.98038,0.98038,0.98038,0.98038,0.98039,0.98038,0.98038,0.98039,0.98038,0.98039,0.98039,0.98039,0.98039,0.98039,0.98038,0.98038,0.98038,0.98039,0.98039,0.98038,0.98038,0.98039,0.98038,0.98038,0.98039,0.98039,0.98039,0.98039,0.98039,0.98039,0.98038,0.98038,0.98038,0.98038,0.98038,0.98039,0.98038,0.98037,0.98038,0.98039,0.98039,0.98038,0.98039,0.98038,0.98039,0.98040
2.70000,1.00000,0.48251,0.27471,0.17151,0.11280,0.07645,0.05286,0.03681,0.02584,0.01837,0.01341,0.00984,0.00738,0.00575,0.00438,0.00328,0.00270,0.00215,0.00145,0.00085,0.00050,0.00037,0.00050,0.00042,0.00037,0.00043,0.00067,0.00104,0.00151,0.00187,0.00216,0.00240,0.00253,0.00251,0.00250,0.00218,0.00193,0.00169,0.00162,0.00154,0.00156,0.00179,0.00174,0.00155,0.00132,0.00095,0.00068,0.00046,0.00022,0.00008,0.00002
2.07000,1.00000,0.84482,0.80548,0.79238,0.78707,0.78462,0.78348,0.78292,0.78268,0.78258,0.78247,0.78241,0.78241,0.78237,0.78238,0.78235,0.78238,0.78241,0.78247,0.78250,0.78256,0.78251,0.78246,0.78251,0.78252,0.78248,0.78249,0.78247,0.78246,0.78243,0.78246,0.78245,0.78245,0.78241,0.78245,0.78242,0.78243,0.78244,0.78243,0.78242,0.78247,0.78253,0.78254,0.78254,0.78250,0.78248,0.78240,0.78244,0.78245,0.78246,0.78249
3.34000,1.00000,0.35149,0.14081,0.06147,0.02821,0.01310,0.00618,0.00305,0.00143,0.00069,0.00061,0.00068,0.00060,0.00071,0.00077,0.00045,0.00008,0.00000,-0.00008,-0.00005,0.00002,-0.00013,-0.00014,-0.00011,-0.00008,0.00005,0.00027,0.00061,0.00068,0.00066,0.00077,0.00067,0.00069,0.00064,0.00051,0.00035,0.00023,0.00024,0.00028,0.00029,0.00019,0.00019,0.00014,0.00035,0.00018,0.00015,0.00016,0.00043,0.00074,0.00084,0.00079
1.44000,1.00000,0.98108,0.97964,0.97952,0.97951,0.97950,0.97951,0.97951,0.97950,0.97950,0.97951,0.97951,0.97951,0.97951,0.97951,0.97951,0.97951,0.97951,0.97951,0.97950,0.97950,0.97951,0.97951,0.97951,0.97951,0.97950,0.97951,0.97951,0.97951,0.97950,0.97951,0.97951,0.97951,0.97950,0.97951,0.97951,0.97951,0.97951,0.97951,0.97952,0.97951,0.97951,0.97951,0.97951,0.97951,0.97951,0.97951,0.97950,0.97950,0.97950,0.97951
2.71000,1.00000,0.47936,0.27086,0.16782,0.10929,0.07329,0.05032,0.03498,0.02448,0.01749,0.01266,0.00938,0.00701,0.00519,0.00382,0.00290,0.00244,0.00189,0.00131,0.00108,0.00106,0.00074,0.00021,-0.00014,-0.00035,-0.00053,-0.00030,-0.00027,-0.00012,0.00005,0.00017,0.00027,0.00033,0.00050,0.00052,0.00067,0.00112,0.00148,0.00178,0.00195,0.00154,0.00093,0.00042,-0.00031,-0.00105,-0.00168,-0.00200,-0.00233,-0.00276,-0.00283,-0.00301
2.08000,1.00000,0.84036,0.79910,0.78488,0.77889,0.77603,0.77456,0.77375,0.77331,0.77306,0.77296,0.77290,0.77286,0.77285,0.77283,0.77284,0.77292,0.77302,0.77302,0.77304,0.77298,0.77293,0.77287,0.77288,0.77284,0.77283,0.77279,0.77276,0.77273,0.77274,0.77278,0.77278,0.77281,0.77291,0.77297,0.77294,0.77295,0.77299,0.77300,0.77296,0.77293,0.77298,0.77297,0.77294,0.77289,0.77289,0.77291,0.77289,0.77287,0.77288,0.77285
3.35000,1.00000,0.34956,0.13914,0.06016,0.02754,0.01282,0.00593,0.00264,0.00125,0.00081,0.00055,0.00034,0.00024,0.00035,0.00040,0.00062,0.00060,0.00053,0.00042,0.00027,0.00029,0.00015,0.00011,0.00017,0.00014,-0.00006,-0.00013,-0.00017,-0.00026,-0.00037,-0.00056,-0.00058,-0.00045,-0.00028,-0.00015,0.00015,0.00028,0.00036,0.00008,-0.00022,-0.00000,0.00019,0.00010,0.00006,0.00004,0.00002,-0.00025,-0.00009,-0.00037,-0.00080,-0.00073
1.45000,1.00000,0.98011,0.97856,0.97842,0.97841,0.97840,0.97841,0.97841,0.97840,0.97840,0.97840,0.97841,0.97841,0.97841,0.97840,0.97841,0.97841,0.97840,0.97841,0.97841,0.97840,0.97841,0.97841,0.97841,0.97841,0.97841,0.97841,0.97841,0.97840,0.97840,0.97841,0.97840,0.97840,0.97840,0.97840,0.97840,0.97840,0.97840,0.97841,0.97841,0.97841,0.97840,0.97840,0.97841,0.97841,0.97841,0.97841,0.97841,0.97841,0.97840,0.97840
2.72000,1.00000,0.47470,0.26489,0.16151,0.10334,0.06769,0.04514,0.03030,0.02038,0.01398,0.00986,0.00727,0.00538,0.00412,0.00300,0.00230,0.00171,0.00120,0.00070,0.00050,0.00054,0.00062,0.00050,0.00047,0.00062,0.00092,0.00127,0.00135,0.00136,0.00136,0.00133,0.00103,0.00065,-0.00000,-0.00035,-0.00061,-0.00042,0.00000,0.00024,0.00009,-0.00009,0.00011,0.00023,0.00027,0.00021,-0.00003,-0.00065,-0.00101,-0.00119,-0.00102,-0.00097
2.09000,1.00000,0.83676,0.79431,0.77998,0.77422,0.77156,0.77025,0.76950,0.76908,0.76893,0.76882,0.76874,0.76867,0.76869,0.76872,0.76876,0.76879,0.76877,0.76878,0.76884,0.76886,0.76886,0.76879,0.76880,0.76885,0.76885,0.76883,0.76883,0.76883,0.76872,0.76872,0.76873,0.76868,0.76870,0.76873,0.76872,0.76876,0.76879,0.76877,0.76883,0.76879,0.76874,0.76874,0.76869,0.76869,0.76868,0.76871,0.76880,0.76884,0.76887,0.76888
3.36000,1.00000,0.34850,0.13790,0.05919,0.02666,0.01232,0.00577,0.00275,0.00133,0.00076,0.00054,0.00044,0.00046,0.00034,0.00044,0.00049,0.00053,0.00034,0.00014,0.00001,-0.00026,-0.00038,-0.00029,-0.00008,0.00025,0.00025,0.00033,0.00035,-0.00001,-0.00028,-0.00009,-0.00023,-0.00017,-0.00010,-0.00017,-0.00023,-0.00022,0.00003,0.00018,0.00039,0.00027,0.00009,0.00000,0.00011,-0.00007,-0.00018,-0.00019,-0.00013,-0.00004,0.00022,0.00047
1.46000,1.00000,0.97925,0.97758,0.97743,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97743,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97743,0.97742,0.97742,0.97741,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97742,0.97741
2.73000,1.00000,0.47292,0.26309,0.15996,0.10186,0.06675,0.04474,0.03049,0.02104,0.01495,0.01098,0.00818,0.00633,0.00530,0.00430,0.00322,0.00238,0.00158,0.00121,0.00104,0.00076,0.00064,0.00037,0.00006,0.00010,0.00050,0.00074,0.00096,0.00110,0.00127,0.00139,0.00176,0.00183,0.00176,0.00144,0.00122,0.00095,0.00077,0.00074,0.00094,0.00127,0.00142,0.00150,0.00148,0.00107,0.00061,0.00014,-0.00011,-0.00004,0.00009,0.00029
2.10000,1.00000,0.83073,0.78537,0.76931,0.76218,0.75855,0.75651,0.75533,0.75453,0.75412,0.75376,0.75359,0.75349,0.75347,0.75349,0.75351,0.75344,0.75335,0.75336,0.75340,0.75336,0.75339,0.75341,0.75339,0.75337,0.75326,0.75321,0.75318,0.75324,0.75325,0.75327,0.75333,0.75331,0.75332,0.75331,0.75338,0.75328,0.75327,0.75333,0.75334,0.75326,0.75320,0.75325,0.75337,0.75334,0.75335,0.75336,0.75335,0.75339,0.75344,0.75341
3.37000,1.00000,0.34698,0.13648,0.05823,0.02619,0.01215,0.00588,0.00309,0.00209,0.00114,0.00060,0.00020,-0.00001,-0.00015,-0.00045,-0.00059,-0.00085,-0.00073,-0.00063,-0.00061,-0.00048,-0.00027,-0.00010,-0.00006,-0.00003,0.00010,0.00003,-0.00008,-0.00001,0.00022,-0.00003,-0.00027,-0.00043,-0.00048,-0.00021,-0.00005,-0.00001,0.00010,-0.00007,-0.00022,-0.00010,-0.00024,-0.00037,-0.00045,-0.00041,-0.00014,0.00027,0.00031,0.00053,0.00084,0.00094
2.74000,1.00000,0.47111,0.26146,0.15937,0.10223,0.06760,0.04567,0.03124,0.02153,0.01508,0.01028,0.00667,0.00429,0.00261,0.00162,0.00139,0.00166,0.00196,0.00212,0.00249,0.00278,0.00301,0.00307,0.00282,0.00248,0.00227,0.00218,0.00179,0.00132,0.00085,0.00048,0.00036,0.00042,0.00045,0.00062,0.00050,0.00033,-0.00003,-0.00045,-0.00067,-0.00075,-0.00089,-0.00088,-0.00099,-0.00121,-0.00133,-0.00141,-0.00137,-0.00155,-0.00184,-0.00202
1.47000,1.00000,0.97833,0.97654,0.97636,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97633,0.97634,0.97635,0.97635,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97635,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97635,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97634,0.97633,0.97634,0.97634,0.97634,0.97634,0.97635,0.97634,0.97634,0.97634,0.97634
